Episode,Total_Reward,Steps,Goal_Reached,Outcome,Epsilon,Maximum_Q_Change,Success,Rolling_Average_Reward,Rolling_Average_Steps,Rolling_Success_Rate,Rolling_Average_Q_Change
235,88,9,True,Goal reached,0.30945741577570285,0.15749252110599343,1,76.81,13.99,100.0,1.0281863261858373
236,63,14,True,Goal reached,0.3079101286968243,0.5016956551701526,1,76.73,13.99,100.0,1.0171947566937458
237,81,12,True,Goal reached,0.3063705780533402,0.5672424502181102,1,77.07,13.81,100.0,1.0064219448407992
238,86,11,True,Goal reached,0.30483872516307353,0.21118685731990183,1,77.2,13.8,100.0,0.9920588007677895
239,73,12,True,Goal reached,0.3033145315372582,0.2761519541915334,1,77.07,13.81,100.0,0.9818942737175846
240,83,10,True,Goal reached,0.3017979588795719,0.24610506637776552,1,77.13,13.75,100.0,0.970808668632064
241,83,10,True,Goal reached,0.30028896908517405,0.25061028830890564,1,77.05,13.75,100.0,0.9592020667415891
242,86,11,True,Goal reached,0.2987875242397482,0.335806228852249,1,77.36,13.64,100.0,0.9325633522157175
243,78,11,True,Goal reached,0.29729358661854943,0.1900786150879199,1,77.36,13.64,100.0,0.922172615279409
244,91,10,True,Goal reached,0.29580711868545667,0.08060142387606106,1,77.44,13.64,100.0,0.9144824896243117
245,78,19,True,Goal reached,0.2943280830920294,0.4517598409431045,1,77.41,13.71,100.0,0.9088368391416536
246,93,8,True,Goal reached,0.29285644267656924,0.0001807884274782623,1,77.57,13.63,100.0,0.8964144232405313
247,83,10,True,Goal reached,0.2913921604631864,0.22368713681225927,1,77.81,13.55,100.0,0.8829014723338489
248,93,8,True,Goal reached,0.28993519966087045,0.00015247117363514917,1,77.95,13.49,100.0,0.871532793347447
249,91,10,True,Goal reached,0.2884855236625661,0.4741062304595829,1,78.38,13.26,100.0,0.8605937919860185
250,91,10,True,Goal reached,0.28704309604425327,0.06437262338444327,1,78.43,13.25,100.0,0.8470346995647414
251,91,10,True,Goal reached,0.285607880564032,0.48428136412400136,1,78.91,13.09,100.0,0.8267705025295047
252,86,11,True,Goal reached,0.28417984116121187,0.07254196687931369,1,79.14,12.98,100.0,0.8127854262741475
253,84,13,True,Goal reached,0.2827589419554058,0.4266997347504997,1,79.17,12.99,100.0,0.8055676088919614
254,88,9,True,Goal reached,0.28134514724562876,0.3022802600670147,1,79.22,12.98,100.0,0.8050324088276404
255,84,13,True,Goal reached,0.2799384215094006,0.384031602912529,1,79.33,12.91,100.0,0.7954171200617134
256,81,12,True,Goal reached,0.27853872940185365,0.40672226179269444,1,79.41,12.91,100.0,0.7907667383622564
257,88,9,True,Goal reached,0.27714603575484437,0.026997805687841492,1,79.46,12.9,100.0,0.7787940919468214
258,88,9,True,Goal reached,0.2757603055760701,0.3660648595193834,1,79.48,12.88,100.0,0.7745237568952784
259,82,15,True,Goal reached,0.2743815040481898,0.5323136480108985,1,79.44,12.92,100.0,0.7703876479207676
260,88,9,True,Goal reached,0.2730095965279488,0.024298041948966898,1,79.48,12.88,100.0,0.7595056122119389
261,84,13,True,Goal reached,0.27164454854530906,2.59891228729596,1,79.61,12.87,100.0,0.7775389298658021
262,83,10,True,Goal reached,0.2702863258025825,0.15398193026005913,1,79.62,12.82,100.0,0.7683009360950283
263,71,14,True,Goal reached,0.2689348941735696,0.34563196149406394,1,79.49,12.83,100.0,0.7629132077568592
264,86,11,True,Goal reached,0.26759021970270175,0.11064768579116446,1,79.75,12.73,100.0,0.7527283665592737
265,67,18,True,Goal reached,0.2662522686041882,0.37719086191340523,1,79.51,12.81,100.0,0.7533564587020273
266,93,8,True,Goal reached,0.2649210072611673,2.936121402541403e-05,1,79.53,12.79,100.0,0.7505253061292683
267,77,16,True,Goal reached,0.26359640222486147,0.4987322780511789,1,79.6,12.76,100.0,0.734615733469163
268,79,14,True,Goal reached,0.26227842021373715,0.466548319839319,1,79.63,12.77,100.0,0.73161789036367
269,68,21,True,Goal reached,0.2609670281126685,3.9471344200331853,1,79.43,12.89,100.0,0.7697832715581191
270,86,11,True,Goal reached,0.25966219297210513,0.4195884352450179,1,79.51,12.89,100.0,0.7636641630200884
271,89,12,True,Goal reached,0.2583638820072446,0.40656154958315227,1,79.69,12.79,100.0,0.7487645953408255
272,91,10,True,Goal reached,0.2570720625972084,0.24749363659585555,1,79.94,12.74,100.0,0.720680731825603
273,88,9,True,Goal reached,0.25578670228422234,0.18269633791420858,1,79.99,12.73,100.0,0.7053434989712359
274,91,10,True,Goal reached,0.25450776877280124,0.3899243624984692,1,80.09,12.71,100.0,0.7026537908032665
275,91,10,True,Goal reached,0.2532352299289372,0.08315966606898684,1,80.17,12.71,100.0,0.6983672755842208
276,78,11,True,Goal reached,0.2519690537792925,0.20186069264797624,1,80.07,12.73,100.0,0.6990274946908017
277,83,10,True,Goal reached,0.2507092085103961,0.2669241219963041,1,80.28,12.56,100.0,0.6861438653827306
278,76,21,True,Goal reached,0.2494556624678441,0.21646593923749435,1,80.54,12.54,100.0,0.6562377535448312
279,53,16,True,Goal reached,0.24820838415550486,0.6941565508763787,1,80.26,12.58,100.0,0.6565440099666486
280,83,10,True,Goal reached,0.24696734223472733,0.6247416338258844,1,80.45,12.51,100.0,0.6333613674606074
281,93,8,True,Goal reached,0.2457325055235537,6.697844519010232e-06,1,80.57,12.47,100.0,0.6239100090023775
282,88,9,True,Goal reached,0.24450384299593592,0.2720780462426049,1,80.67,12.45,100.0,0.618109515126539
283,78,11,True,Goal reached,0.24328132378095624,0.2448704208610053,1,80.73,12.39,100.0,0.6092687213673078
284,76,13,True,Goal reached,0.24206491716205145,0.21621322454507208,1,80.7,12.38,100.0,0.6025937025599211
285,88,9,True,Goal reached,0.2408545925762412,0.058802743036650895,1,80.77,12.35,100.0,0.5890083641175552
286,79,14,True,Goal reached,0.23965031961336,0.37880174409691847,1,80.68,12.4,100.0,0.587704034409205
287,76,13,True,Goal reached,0.2384520680152932,0.5622717641850983,1,80.98,12.26,100.0,0.5528519151298152
288,83,10,True,Goal reached,0.23725980767521673,0.19935220711880675,1,80.93,12.27,100.0,0.5525080403754142
289,78,11,True,Goal reached,0.23607350863684065,0.17941699552834223,1,80.95,12.25,100.0,0.5452329964677933
290,93,8,True,Goal reached,0.23489314109365644,3.139491276726858e-06,1,81.0,12.24,100.0,0.5359976965812631
291,79,14,True,Goal reached,0.23371867538818816,0.20048215055039265,1,80.96,12.28,100.0,0.5333944627916689
292,93,8,True,Goal reached,0.23255008201124722,2.549350668346051e-06,1,81.12,12.2,100.0,0.5257997840958266
293,80,17,True,Goal reached,0.231387331601191,0.36199726960852274,1,80.99,12.29,100.0,0.5293267798472346
294,88,9,True,Goal reached,0.23023039494318503,0.16147533179338325,1,81.11,12.25,100.0,0.5223474750601994
295,93,8,True,Goal reached,0.2290792429684691,2.0595615310980975e-06,1,81.18,12.22,100.0,0.5146129262041671
296,76,13,True,Goal reached,0.22793384675362674,0.28809618305216134,1,81.15,12.21,100.0,0.5120181567622026
297,88,9,True,Goal reached,0.22679417751985861,0.14715934988846868,1,81.26,12.14,100.0,0.5053657380679532
298,91,10,True,Goal reached,0.22566020663225933,0.25196870996121845,1,81.6,12.04,100.0,0.47649058470951344
299,78,11,True,Goal reached,0.22453190559909803,0.14532782221972695,1,81.57,12.03,100.0,0.47217357474212335
300,77,16,True,Goal reached,0.22340924607110255,0.22677187725216186,1,81.55,12.05,100.0,0.4674643407551076
301,93,8,True,Goal reached,0.22229219984074702,1.3482796532571228e-06,1,81.64,12.0,100.0,0.46025243014846934
302,88,9,True,Goal reached,0.2211807388415433,0.04461238711337501,1,81.83,11.93,100.0,0.4502092155114282
303,88,9,True,Goal reached,0.22007483514733558,0.06779537452663931,1,82.09,11.83,100.0,0.44247310455717953
304,83,10,True,Goal reached,0.2189744609715989,0.11919938885854009,1,82.45,11.71,100.0,0.41280277371268215
305,91,10,True,Goal reached,0.2178795886667409,0.2665466233933387,1,82.53,11.71,100.0,0.40980448798491453
306,86,11,True,Goal reached,0.2167901907234072,0.24642602657261392,1,82.87,11.61,100.0,0.4046793462421152
307,91,10,True,Goal reached,0.21570623976979014,0.06736291625821877,1,82.92,11.6,100.0,0.4012798083597113
308,76,13,True,Goal reached,0.21462770857094118,0.12782097356551958,1,82.77,11.63,100.0,0.40059593627971407
309,93,8,True,Goal reached,0.21355457002808648,7.818880831678143e-07,1,82.84,11.6,100.0,0.3959778273579954
310,88,9,True,Goal reached,0.21248679717794605,0.04812853859699828,1,83.07,11.49,100.0,0.3702417162281331
311,83,10,True,Goal reached,0.21142436319205632,0.5060490699526383,1,83.07,11.49,100.0,0.37105839557742726
312,93,8,True,Goal reached,0.21036724137609603,6.216320116436691e-07,1,83.19,11.45,100.0,0.36780167629861965
313,86,11,True,Goal reached,0.20931540516921554,0.20409478573053264,1,83.37,11.43,100.0,0.3652466024857064
314,93,8,True,Goal reached,0.20826882814336947,5.333919972372314e-07,1,83.37,11.43,100.0,0.36522878829038474
315,88,9,True,Goal reached,0.20722748400265262,0.09092764637830442,1,83.49,11.39,100.0,0.3412351337642058
316,88,9,True,Goal reached,0.20619134658263935,0.10727973475880503,1,83.91,11.21,100.0,0.33376285932885225
317,86,11,True,Goal reached,0.20516038984972615,0.18043716940060506,1,83.84,11.24,100.0,0.3355519645783305
318,93,8,True,Goal reached,0.2041345879004775,3.5519055074928474e-07,1,83.98,11.18,100.0,0.3344618526411884
319,93,8,True,Goal reached,0.2031139149609751,3.3006769228904886e-07,1,84.12,11.12,100.0,0.3320614221153392
320,93,8,True,Goal reached,0.20209834538617025,3.066550178232319e-07,1,84.22,11.1,100.0,0.32824184609457435
321,93,8,True,Goal reached,0.2010878536592394,2.8484448932886153e-07,1,84.38,11.02,100.0,0.3245147807997864
322,93,8,True,Goal reached,0.2000824143909432,2.6453374601942414e-07,1,84.71,10.89,100.0,0.2962514482313326
323,74,15,True,Goal reached,0.19908200231898848,0.19834715165128358,1,84.67,10.93,100.0,0.29266957837796065
324,78,11,True,Goal reached,0.19808659230739353,0.06519427162068325,1,84.56,10.92,100.0,0.28681929532244615
325,93,8,True,Goal reached,0.19709615934585656,2.1165915597975982e-07,1,84.56,10.92,100.0,0.2868106241102272
326,93,8,True,Goal reached,0.19611067854912728,1.9643999138452273e-07,1,84.63,10.89,100.0,0.28095837748805347
327,93,8,True,Goal reached,0.19513012515638165,1.82293142358958e-07,1,84.78,10.86,100.0,0.27754924850782314
328,93,8,True,Goal reached,0.19415447453059972,1.6914474798568335e-07,1,84.83,10.85,100.0,0.27448101760314464
329,91,10,True,Goal reached,0.19318370215794672,0.3525297419880786,1,84.83,10.85,100.0,0.2727390489274175
330,81,12,True,Goal reached,0.192217783647157,4.600075735783349,1,84.76,10.88,100.0,0.31698988950404955
331,76,13,True,Goal reached,0.1912566947289212,0.06101583708539238,1,84.71,10.89,100.0,0.30989474987781157
332,86,11,True,Goal reached,0.1903004112552766,0.1644267888357689,1,84.69,10.91,100.0,0.3109271017077406
333,88,9,True,Goal reached,0.18934890919900021,0.011621712630400793,1,84.69,10.91,100.0,0.310586118675735
334,93,8,True,Goal reached,0.18840216465300522,1.0767247005105673e-07,1,84.91,10.85,100.0,0.307148415843667
335,84,13,True,Goal reached,0.18746015382974018,0.16239383654470885,1,84.87,10.89,100.0,0.30719742899805413
336,88,9,True,Goal reached,0.1865228530605915,0.1479841100710786,1,85.12,10.84,100.0,0.30366031354706335
337,93,8,True,Goal reached,0.18559023879528855,7.768668552898816e-08,1,85.24,10.8,100.0,0.2979878898217491
338,78,11,True,Goal reached,0.1846622876013121,0.16066125649214058,1,85.16,10.8,100.0,0.2974826338134715
339,88,9,True,Goal reached,0.18373897616330553,0.09534962478302589,1,85.31,10.77,100.0,0.2956746105193864
340,89,12,True,Goal reached,0.182820281282489,0.060626925290634404,1,85.37,10.79,100.0,0.2938198291085151
341,77,16,True,Goal reached,0.18190617987607657,0.18368535152985999,1,85.31,10.85,100.0,0.29315057974072467
342,73,12,True,Goal reached,0.18099664897669618,0.09655190200390962,1,85.18,10.86,100.0,0.2907580364722413
343,93,8,True,Goal reached,0.1800916657318127,5.106122102915833e-08,1,85.33,10.83,100.0,0.2888572508319743
344,89,12,True,Goal reached,0.17919120740315364,0.2101902764348722,1,85.31,10.85,100.0,0.2901531393575624
345,84,13,True,Goal reached,0.17829525136613786,0.455444973470982,1,85.37,10.79,100.0,0.2901899906828412
346,91,10,True,Goal reached,0.17740377510930716,0.13153907549889965,1,85.35,10.81,100.0,0.2915035735535554
347,83,10,True,Goal reached,0.17651675623376062,0.14459514614058833,1,85.35,10.81,100.0,0.2907126536468387
348,93,8,True,Goal reached,0.1756341724525918,2.8671436780314252e-08,1,85.35,10.81,100.0,0.2907111292218167
349,88,9,True,Goal reached,0.17475600159032884,0.03252243551840195,1,85.32,10.8,100.0,0.2862952912724049
350,88,9,True,Goal reached,0.17388222158237718,0.029270191973068904,1,85.29,10.79,100.0,0.2859442669582911
351,88,9,True,Goal reached,0.1730128104744653,0.016523074552395656,1,85.26,10.78,100.0,0.2812666840625751
352,88,9,True,Goal reached,0.17214774642209296,0.19459905031062874,1,85.28,10.76,100.0,0.28248725489688825
353,83,10,True,Goal reached,0.1712870076899825,0.11986712936408139,1,85.27,10.73,100.0,0.27941892884302405
354,78,11,True,Goal reached,0.17043057265153258,0.08689672349287747,1,85.17,10.75,100.0,0.2772650934772827
355,83,10,True,Goal reached,0.16957841978827493,0.07723319690090591,1,85.16,10.72,100.0,0.27419710941716646
356,89,12,True,Goal reached,0.16873052768933355,0.11838519270622783,1,85.24,10.72,100.0,0.27131373872630177
357,93,8,True,Goal reached,0.1678868750508869,1.345044609024626e-08,1,85.29,10.71,100.0,0.27104376080392784
358,83,10,True,Goal reached,0.16704744067563246,0.06950987727900326,1,85.24,10.72,100.0,0.268078210981524
359,93,8,True,Goal reached,0.1662122034722543,1.1651124509626243e-08,1,85.35,10.65,100.0,0.2627550746179263
360,86,11,True,Goal reached,0.16538114245489302,0.0385521505753843,1,85.33,10.67,100.0,0.26289761570419046
361,81,12,True,Goal reached,0.16455423674261854,0.40990051408233086,1,85.3,10.66,100.0,0.24100749797205417
362,91,10,True,Goal reached,0.16373146555890544,0.10846436651620195,1,85.38,10.66,100.0,0.2405523223346156
363,93,8,True,Goal reached,0.16291280823111093,8.70298322297458e-09,1,85.6,10.6,100.0,0.2370960028067048
364,93,8,True,Goal reached,0.16209824418995536,8.090054848253203e-09,1,85.67,10.57,100.0,0.2359895260296937
365,93,8,True,Goal reached,0.16128775296900558,7.516490541092935e-09,1,85.93,10.47,100.0,0.23221761748572456
366,88,9,True,Goal reached,0.16048131420416054,0.054914253377461364,1,85.88,10.48,100.0,0.2327664664073589
367,91,10,True,Goal reached,0.15967890763313974,0.027710369837279814,1,86.02,10.42,100.0,0.22805624732521992
368,91,10,True,Goal reached,0.15888051309497406,0.11503887626628284,1,86.14,10.38,100.0,0.22454115288948956
369,91,10,True,Goal reached,0.1580861105294992,0.0976179301341773,1,86.37,10.27,100.0,0.18604598799049946
370,93,8,True,Goal reached,0.1572956799768517,5.1697739422706945e-09,1,86.44,10.24,100.0,0.18185010368974702
371,88,9,True,Goal reached,0.15650920157696743,0.07799687414185996,1,86.43,10.21,100.0,0.1785644569353341
372,86,11,True,Goal reached,0.1557266555690826,0.10654668731530847,1,86.38,10.22,100.0,0.1771549874425286
373,93,8,True,Goal reached,0.1549480222912372,3.7166287825129984e-09,1,86.43,10.21,100.0,0.17532802410055282
374,83,10,True,Goal reached,0.15417328217978102,0.038580483169667446,1,86.35,10.21,100.0,0.17181458530726482
375,83,10,True,Goal reached,0.1534024157688821,0.36891047163918955,1,86.27,10.21,100.0,0.17467209336296682
376,93,8,True,Goal reached,0.1526354036900377,2.9756463959529356e-09,1,86.42,10.18,100.0,0.17265348646624354
377,93,8,True,Goal reached,0.1518722266715875,2.760678796676075e-09,1,86.52,10.16,100.0,0.16998424527388728
378,93,8,True,Goal reached,0.15111286553822956,2.5602346909181506e-09,1,86.69,10.03,100.0,0.16781958590711468
379,91,10,True,Goal reached,0.15035730121053842,0.024939332854643226,1,87.07,9.97,100.0,0.16112741372689732
380,93,8,True,Goal reached,0.14960551470448571,2.1995489873916085e-09,1,87.17,9.95,100.0,0.15487999741063396
381,88,9,True,Goal reached,0.14885748713096328,0.02841942079031412,1,87.12,9.96,100.0,0.15516412464009194
382,83,10,True,Goal reached,0.14811319969530845,0.07019718676976083,1,87.07,9.97,100.0,0.1531453160453635
383,93,8,True,Goal reached,0.1473726336968319,1.7472459035161592e-09,1,87.22,9.94,100.0,0.1506966118542259
384,88,9,True,Goal reached,0.14663577052834775,0.00941358727229158,1,87.34,9.9,100.0,0.14862861548149808
385,93,8,True,Goal reached,0.14590259167570602,1.4965024774937774e-09,1,87.39,9.89,100.0,0.1480405880660966
386,91,10,True,Goal reached,0.1451730787173275,0.10353498863979382,1,87.51,9.85,100.0,0.14528792051152536
387,93,8,True,Goal reached,0.14444721332374086,1.2804406424038461e-09,1,87.68,9.8,100.0,0.13966520288247877
388,93,8,True,Goal reached,0.14372497725712216,1.1839915714517701e-09,1,87.78,9.78,100.0,0.13767168082313064
389,93,8,True,Goal reached,0.14300635237083656,1.094562662729004e-09,1,87.93,9.75,100.0,0.13587751087879282
390,83,10,True,Goal reached,0.14229132060898236,0.02557747871131255,1,87.83,9.77,100.0,0.13613325427099318
391,88,9,True,Goal reached,0.14157986400593744,0.13013564327567906,1,87.92,9.72,100.0,0.13542978919824605
392,82,15,True,Goal reached,0.14087196468590776,0.08785613738274378,1,87.81,9.79,100.0,0.1363083250785668
393,88,9,True,Goal reached,0.14016760486247823,0.06255888976120616,1,87.89,9.71,100.0,0.13331394128009363
394,91,10,True,Goal reached,0.13946676683816583,0.3277246919102055,1,87.92,9.72,100.0,0.13497643488126188
395,93,8,True,Goal reached,0.138769433003975,6.934115504009242e-10,1,87.92,9.72,100.0,0.13497641429258067
396,85,16,True,Goal reached,0.13807558583895513,0.30435537359123543,1,88.01,9.75,100.0,0.13513900619797142
397,93,8,True,Goal reached,0.13738520790976036,6.11407813266851e-10,1,88.06,9.74,100.0,0.1336674127052008
398,88,9,True,Goal reached,0.13669828187021155,0.049422828039723754,1,88.03,9.73,100.0,0.13164195388598585
399,88,9,True,Goal reached,0.13601479046086049,0.0347224348534354,1,88.13,9.71,100.0,0.13053590001232293
400,88,9,True,Goal reached,0.1353347165085562,0.06628628931480307,1,88.24,9.64,100.0,0.12893104413294934
401,88,9,True,Goal reached,0.1346580429260134,0.10788041647791147,1,88.19,9.65,100.0,0.13000983481493195
402,81,12,True,Goal reached,0.13398475271138335,0.07116347130659051,1,88.12,9.68,100.0,0.13027534565686408
403,93,8,True,Goal reached,0.13331482894782642,3.624833766480151e-10,1,88.17,9.67,100.0,0.12959739191522254
404,93,8,True,Goal reached,0.13264825480308728,3.3243452435272047e-10,1,88.27,9.65,100.0,0.12840539802996148
405,86,11,True,Goal reached,0.13198501352907185,0.07606699786792603,1,88.22,9.66,100.0,0.12650060177470734
406,83,10,True,Goal reached,0.1313250884614265,0.3320194282276887,1,88.19,9.65,100.0,0.1273565357912581
407,88,9,True,Goal reached,0.13066846301911936,0.1751391728790992,1,88.16,9.64,100.0,0.1284342983574669
408,83,10,True,Goal reached,0.13001512070402377,0.15762525561554952,1,88.23,9.61,100.0,0.1287323411779672
409,88,9,True,Goal reached,0.12936504510050365,0.013383690388366176,1,88.18,9.62,100.0,0.12886617026297004
410,88,9,True,Goal reached,0.12871821987500112,0.008472228545329585,1,88.18,9.62,100.0,0.12846960716245334
411,86,11,True,Goal reached,0.12807462877562611,0.09589202352696446,1,88.21,9.63,100.0,0.1243680366981966
412,93,8,True,Goal reached,0.12743425563174798,1.5015189092082437e-10,1,88.21,9.63,100.0,0.12436803048337801
413,93,8,True,Goal reached,0.12679708435358925,1.3802292642139946e-10,1,88.28,9.6,100.0,0.12232708262745291
414,93,8,True,Goal reached,0.1261630989318213,1.268674054699659e-10,1,88.28,9.6,100.0,0.1223270772948016
415,93,8,True,Goal reached,0.1255322834371622,1.1661427379294764e-10,1,88.33,9.59,100.0,0.12141780083218472
416,88,9,True,Goal reached,0.12490462201997637,0.048322704924146365,1,88.33,9.59,100.0,0.12082823053383812
417,93,8,True,Goal reached,0.1242800989098765,9.852385574049549e-11,1,88.4,9.56,100.0,0.11902385884081731
418,84,13,True,Goal reached,0.12365869841532712,0.08738313734748715,1,88.31,9.61,100.0,0.11989768666238668
419,93,8,True,Goal reached,0.12304040492325048,8.324008149429574e-11,1,88.31,9.61,100.0,0.11989768336254215
420,91,10,True,Goal reached,0.12242520289863423,0.08630282128361699,1,88.29,9.63,100.0,0.12076070850882814
421,93,8,True,Goal reached,0.12181307688414106,6.343725544866174e-11,1,88.29,9.63,100.0,0.12076070566101763
422,88,9,True,Goal reached,0.12120401149972035,0.04448054523575706,1,88.24,9.64,100.0,0.12120550846803774
423,91,10,True,Goal reached,0.12059799144222175,0.09318148977583007,1,88.41,9.59,100.0,0.1201538518492832
424,93,8,True,Goal reached,0.11999500148501063,4.958877752869739e-11,1,88.56,9.56,100.0,0.11950190913357225
425,93,8,True,Goal reached,0.11939502647758558,4.567368705465924e-11,1,88.56,9.56,100.0,0.11950190701743743
426,88,9,True,Goal reached,0.11879805134519765,0.04349043443463074,1,88.51,9.57,100.0,0.11993680939738383
427,93,8,True,Goal reached,0.11820406108847166,3.874589538099826e-11,1,88.51,9.57,100.0,0.11993680757483986
428,93,8,True,Goal reached,0.1176130407830293,3.568345618987223e-11,1,88.51,9.57,100.0,0.11993680588374922
429,93,8,True,Goal reached,0.11702497557911415,3.2862601528904634e-11,1,88.53,9.55,100.0,0.11641150846419705
430,93,8,True,Goal reached,0.11643985070121858,3.026201511602267e-11,1,88.65,9.51,100.0,0.07041075110666618
431,93,8,True,Goal reached,0.11585765144771248,2.786748609651113e-11,1,88.82,9.46,100.0,0.06980059273609093
432,81,12,True,Goal reached,0.11527836319047392,0.17882813978570766,1,88.77,9.47,100.0,0.06994460624559032
433,93,8,True,Goal reached,0.11470197137452155,2.362554596402333e-11,1,88.82,9.46,100.0,0.06982838911952256
434,88,9,True,Goal reached,0.11412846151764894,0.051173749176868455,1,88.77,9.47,100.0,0.07034012553456655
435,93,8,True,Goal reached,0.1135578192100607,2.0023094293719623e-11,1,88.86,9.42,100.0,0.0687161871693197
436,93,8,True,Goal reached,0.11299003011401039,1.8431478565617e-11,1,88.91,9.41,100.0,0.06723634606879322
437,91,10,True,Goal reached,0.11242507996344034,0.16480363308221513,1,88.89,9.43,100.0,0.06888438162274851
438,86,11,True,Goal reached,0.11186295456362313,0.06404712419140424,1,88.97,9.43,100.0,0.06791824029974115
439,93,8,True,Goal reached,0.11130363979080501,1.4374279544426827e-11,1,89.02,9.42,100.0,0.06696474405205464
440,93,8,True,Goal reached,0.11074712159185099,1.3237411167210666e-11,1,89.06,9.38,100.0,0.06635847479928067
441,88,9,True,Goal reached,0.11019338598389174,0.04560543064306444,1,89.17,9.31,100.0,0.06497767559041272
442,93,8,True,Goal reached,0.10964241905397228,1.1212364370294381e-11,1,89.37,9.27,100.0,0.06401215657048574
443,93,8,True,Goal reached,0.10909420695870241,1.0324185950594256e-11,1,89.37,9.27,100.0,0.06401215605997677
444,93,8,True,Goal reached,0.1085487359239089,9.49995637711254e-12,1,89.41,9.23,100.0,0.061910253295723056
445,83,10,True,Goal reached,0.10800599224428936,0.028125172231341367,1,89.4,9.2,100.0,0.057637055283326646
446,93,8,True,Goal reached,0.10746596228306791,8.043343768804334e-12,1,89.42,9.18,100.0,0.05632166452841808
447,91,10,True,Goal reached,0.10692863247165257,0.28238267203001044,1,89.5,9.18,100.0,0.05769953978731231
448,88,9,True,Goal reached,0.1063939893092943,0.006862505121731033,1,89.45,9.19,100.0,0.05776816455181524
449,93,8,True,Goal reached,0.10586201936274783,6.266986929404084e-12,1,89.5,9.18,100.0,0.057442940196693895
450,93,8,True,Goal reached,0.10533270926593409,5.7625015870144125e-12,1,89.55,9.17,100.0,0.057150238277020836
451,93,8,True,Goal reached,0.10480604571960442,5.300648808770347e-12,1,89.6,9.16,100.0,0.056985007531549885
452,88,9,True,Goal reached,0.1042820154910064,0.29881748572088895,1,89.6,9.16,100.0,0.05802719188565249
453,93,8,True,Goal reached,0.10376060541355137,4.483524662646232e-12,1,89.7,9.14,100.0,0.05682852059205651
454,88,9,True,Goal reached,0.1032418023864836,0.03914139099309466,1,89.8,9.12,100.0,0.056350967267058676
455,93,8,True,Goal reached,0.10272559337455119,3.787192781601334e-12,1,89.9,9.1,100.0,0.05557863529808749
456,88,9,True,Goal reached,0.10221196540767843,0.04104488757882052,1,89.89,9.07,100.0,0.05480523224681342
457,86,11,True,Goal reached,0.10170090558064004,0.1418627303210016,1,89.82,9.1,100.0,0.056223859415518974
458,88,9,True,Goal reached,0.10119240105273684,0.036940398820931364,1,89.87,9.09,100.0,0.05589816463093825
459,91,10,True,Goal reached,0.10068643904747315,0.031227241986016452,1,89.85,9.11,100.0,0.05621043693428717
460,91,10,True,Goal reached,0.10018300685223579,0.26176095711655734,1,89.9,9.1,100.0,0.0584425249996989
461,93,8,True,Goal reached,0.0996820918179746,2.2808421817899216e-12,1,90.02,9.06,100.0,0.054343519858898404
462,93,8,True,Goal reached,0.09918368135888474,2.1032064978498966e-12,1,90.04,9.04,100.0,0.053258876193757416
463,93,8,True,Goal reached,0.09868776295209031,1.9255708139098715e-12,1,90.04,9.04,100.0,0.05325887610674684
464,91,10,True,Goal reached,0.09819432413732986,0.07767253923588413,1,90.02,9.06,100.0,0.05403560141820513
465,93,8,True,Goal reached,0.09770335251664321,1.4708234630234074e-12,1,90.02,9.06,100.0,0.054035601343054934
466,93,8,True,Goal reached,0.09721483575406,1.3500311979441904e-12,1,90.07,9.05,100.0,0.05348645880929382
467,81,12,True,Goal reached,0.09672876157528969,0.10540987129841994,1,89.97,9.07,100.0,0.054263453823905225
468,88,9,True,Goal reached,0.09624511776741324,0.03324635893885386,1,89.94,9.06,100.0,0.05344552865063093
469,79,14,True,Goal reached,0.09576389217857617,0.24243975846604116,1,89.82,9.1,100.0,0.05489374693394957
470,93,8,True,Goal reached,0.09528507271768329,9.876544027065393e-13,1,89.82,9.1,100.0,0.05489374688226171
471,88,9,True,Goal reached,0.09480864735409487,0.01204532134951819,1,89.82,9.1,100.0,0.05423423135433829
472,88,9,True,Goal reached,0.0943346041173244,0.028063996213390396,1,89.84,9.08,100.0,0.05344940444331911
473,93,8,True,Goal reached,0.09386293109673778,7.673861546209082e-13,1,89.84,9.08,100.0,0.0534494044061605
474,86,11,True,Goal reached,0.09339361644125409,0.15179574632160353,1,89.87,9.09,100.0,0.054581557037679855
475,93,8,True,Goal reached,0.09292664835904782,6.465938895416912e-13,1,89.97,9.07,100.0,0.050892452321294426
476,91,10,True,Goal reached,0.09246201511725258,0.13974140058236628,1,89.95,9.09,100.0,0.052289866297361626
477,93,8,True,Goal reached,0.09199970504166631,5.400124791776761e-13,1,89.95,9.09,100.0,0.05228986626976024
478,93,8,True,Goal reached,0.09153970651645797,4.973799150320701e-13,1,89.95,9.09,100.0,0.05228986624416287
479,88,9,True,Goal reached,0.09108200798387568,0.02992172304496421,1,89.92,9.08,100.0,0.05233969014606608
480,88,9,True,Goal reached,0.0906265979439563,0.02525759659205562,1,89.87,9.09,100.0,0.052592266089991145
481,93,8,True,Goal reached,0.09017346495423652,3.836930773104541e-13,1,89.92,9.08,100.0,0.052308071882091835
482,88,9,True,Goal reached,0.08972259762946533,0.0061762546095565085,1,89.97,9.07,100.0,0.051667862560489795
483,89,12,True,Goal reached,0.089273984641318,0.06161426827540595,1,89.93,9.11,100.0,0.052284005225771396
